entry,dist,date,feedname,feed,title
BostonHerald|15465,0.6866999469773606,2015-11-18,BostonHerald,0,Syrian activists: 3-day strikes on Raqqa kill 33 IS fighters
WashingtonPost|6001,0.7919915864980936,2015-11-18,WashingtonPost,9,Obama names Jade Helm rumors as most entertaining conspiracy theory about him
BostonHerald|15468,0.9441684710111768,2015-11-18,BostonHerald,0,"As US prepares to hike rates, Europe could reap benefits"
USAToday|7590,0.6034016938359353,2015-11-15,USAToday,7,Obama aide: We've been at war with Islamic State
WallStreetJournal|2255,0.7803262868383782,2015-11-17,WallStreetJournal,8,Obama Sets Tone for APEC With South China Sea Focus
NYPost|15720,0.9231426595641309,2015-11-16,NYPost,4,Schneiderman’s war on fantasy sports will lose him votes
ChicagoTribune|5277,0.6661212989088225,2015-11-15,ChicagoTribune,1,Protesters detained as world leaders begin G-20 summit in Turkey
DailyNews|13629,0.7965154494770479,2015-11-14,DailyNews,2,Trump: Less strict gun laws would have changed Paris attacks
BostonHerald|14896,0.6901580418494228,2015-11-14,BostonHerald,0,Syria talks begin in Vienna under pall of Paris attacks
USAToday|7622,0.8791958676010927,2015-11-16,USAToday,7,Sanders camp questions poll showing Clinton won debate
DailyNews|13868,0.7655033008206,2015-11-17,DailyNews,2,Russian missile cruiser ordered to work with French in Syria
WashingtonPost|5967,0.8617964713714787,2015-11-17,WashingtonPost,9,It may get easier for some Corinthian students to get debt relief
WallStreetJournal|2229,0.8940176022212026,2015-11-15,WallStreetJournal,8,Japan Slides Into Recession
USAToday|7733,0.9446568214933435,2015-11-17,USAToday,7,Phoenix Wright house recommended as historic landmark
USAToday|7572,0.971034248613959,2015-11-14,USAToday,7,"Clinton, Sanders, O'Malley clash over Wall Street"
NYTimes|5390,0.5977074886966357,2015-11-18,NYTimes,5,"State of Terror: In Rise of ISIS, No Single Missed Key but Many Strands of Blame"
DailyNews|13813,0.570725379629541,2015-11-17,DailyNews,2,"France urges U.S, Russia to join fight against ISIS"
StLouisPost|16977,0.7368623339312294,2015-11-19,StLouisPost,6,Saudi Arabia will host conference to unite Syrian opposition
LATimes|19211,0.8236155767245135,2015-11-16,LATimes,3,Essential Politics: Paris presents a new political reality
StLouisPost|17099,0.7494860125938844,2015-11-20,StLouisPost,6,"CAPITOL HILL BUZZ: Forget Assad, focus on IS"
WashingtonPost|5843,0.6812099225873666,2015-11-15,WashingtonPost,9,Why the massacre in Paris might not help Europe's far right
WashingtonPost|5855,0.9628320694468685,2015-11-15,WashingtonPost,9,"Education digest: Nov. 15, 2015"
NYTimes|5450,0.8623154581459329,2015-11-19,NYTimes,5,"More Mexican Immigrants Leaving U.S. Than Entering, Report Finds"
ChicagoTribune|5350,0.6733694004593026,2015-11-17,ChicagoTribune,1,"Russia says plane brought down by bomb, offers $50 million reward"
StLouisPost|17015,0.8621952250863181,2015-11-20,StLouisPost,6,Port Authority leadership in flux as CEO search strikes out
USAToday|7606,0.7451760037176669,2015-11-15,USAToday,7,Defense Dept. transfers 5 Guantanamo detainees to United Arab Emirates
StLouisPost|16376,0.9400461971138525,2015-11-16,StLouisPost,6,Carson: Cut illegal immigration by cutting benefits
StLouisPost|17012,0.8556922142537665,2015-11-19,StLouisPost,6,Georgia official: Employee fired for releasing voter data
NYTimes|5439,0.888181710101258,2015-11-19,NYTimes,5,David Vitter Wages Uphill Bid for Governor in Solidly Red Louisiana
LATimes|19137,0.9472288840193054,2015-11-15,LATimes,3,"Despite sound bites, presidential candidates are resisting the urge to polarize on police violence"
StLouisPost|16782,0.8520392347089055,2015-11-18,StLouisPost,6,Possible census changes could make whites a minority sooner
NYPost|15592,0.7463344780854008,2015-11-15,NYPost,4,"Hillary Clinton at debate: ISIS cannot be contained, must be defeated"
DailyNews|13992,0.872886725693331,2015-11-18,DailyNews,2,Melania's first televised interview for Trump campaign
StLouisPost|16311,0.6964787586103552,2015-11-15,StLouisPost,6,World leaders aim for stepped-up response to Islamic State
WashingtonPost|6105,0.9698447642644762,2015-11-19,WashingtonPost,9,Are you a democratic socialist like Bernie Sanders? Take the quiz.
StLouisPost|16652,0.9542126464366879,2015-11-17,StLouisPost,6,"US Catholic bishops: Abortion, marriage key election issues"
WallStreetJournal|2297,0.6593290728957582,2015-11-19,WallStreetJournal,8,Alleged Mastermind of Paris Attacks Was 'Emir of War' in Syria
WashingtonPost|5948,0.9343046428954318,2015-11-17,WashingtonPost,9,"Americans see a lot of discrimination against people who are Muslim, black or gay"
WashingtonPost|5907,0.949206869900405,2015-11-16,WashingtonPost,9,Clinton says ‘no evidence’ that teachers can be judged by student test scores
NYPost|15556,0.6645848518087774,2015-11-14,NYPost,4,ISIS leader in Libya likely killed in US airstrike
ChicagoTribune|5395,0.9609142318467078,2015-11-18,ChicagoTribune,1,Morning Spin: Chicago City Council set to approve drone rules
ChicagoTribune|5324,0.7687810000270945,2015-11-16,ChicagoTribune,1,Rauner halts new Syrian refugees in Illinois
StLouisPost|17038,0.9500257796269739,2015-11-20,StLouisPost,6,High school Sex Ed teaching 'Yes means yes' rape prevention
StLouisPost|17016,0.9502265005506896,2015-11-20,StLouisPost,6,AP FACT CHECK: Trump claims 100M people looking for work
LATimes|19664,0.7187838036601235,2015-11-18,LATimes,3,Bangladesh's high court upholds death sentences for 2 opposition leaders; protests planned
BostonHerald|14937,0.928766464453556,2015-11-14,BostonHerald,0,"Robert Pattinson, FKA Twigs, Katy Perry, Ewan McGregor support Go Campaign"
NYPost|15647,0.7295330732854725,2015-11-15,NYPost,4,G20’s most important meeting may have happened in a hotel lobby
WashingtonPost|6171,0.9434580598255128,2015-11-20,WashingtonPost,9,"Student 'takeovers' over race are forcing change in some surprising ways, at Princeton, Towson and beyond"
WashingtonPost|6006,0.6853828282235411,2015-11-18,WashingtonPost,9,An angry Obama upbraids critics who want to block refugees from Syria
StLouisPost|16636,0.6273993364422625,2015-11-17,StLouisPost,6,The Latest:  No explosives found stadium in northern Germany
NYPost|16246,0.8125228716800853,2015-11-20,NYPost,4,Hillary Clinton’s plan to fight ISIS is like Obama’s — only more so
BostonHerald|15712,0.9570898269807324,2015-11-20,BostonHerald,0,Survey: Charlie Baker is the highest rated governor in the country
LATimes|19008,0.8275512227994332,2015-11-14,LATimes,3,Democratic debate offers proving ground for Bernie Sanders as Clinton pulls away
DailyNews|14109,0.7378418213862143,2015-11-19,DailyNews,2,"Clinton calls for ramped up bomb campaign, slams Republicans"
BostonHerald|14844,0.7141897845675829,2015-11-14,BostonHerald,0,Adriana Cohen: We need to take on extremists ­– today
WashingtonPost|5815,0.8877275525827257,2015-11-14,WashingtonPost,9,Democrats will face questions shaped by Paris attacks at tonight’s debate
LATimes|19534,0.9426788264793001,2015-11-17,LATimes,3,Bobby Jindal becomes the latest Republican to end presidential candidacy
NYPost|15994,0.9634568949217941,2015-11-18,NYPost,4,Cuomo takes credit for Sheldon Silver’s corruption charges
NYPost|16370,0.6093696376255704,2015-11-20,NYPost,4,How the good guys got the ISIS terrorist behind the Paris attacks
WallStreetJournal|2325,0.7526197957656628,2015-11-20,WallStreetJournal,8,China Rows Against Tide of Sea Tensions as Leaders Meet
LATimes|19478,0.8490007317890592,2015-11-17,LATimes,3,Atty. Gen. Loretta Lynch questions plans for moving Guantanamo prisoners to U.S.
NYTimes|5285,0.6925070188368577,2015-11-15,NYTimes,5,Paris Attacks Shift Europe’s Migrant Focus to Security
LATimes|19708,0.9401479305467665,2015-11-18,LATimes,3,Cal State sets policy on presidential pay
WallStreetJournal|2221,0.7011674624086691,2015-11-15,WallStreetJournal,8,Paris Attacks Prompt Geopolitical Shift in West
StLouisPost|16313,0.7940624012486988,2015-11-15,StLouisPost,6,Global markets brace for short-lived jolt after Paris attacks
BostonHerald|15019,0.6966139665487742,2015-11-15,BostonHerald,0,McCain: ‘Our people will pay a grave price’ if Obama doesn’t get serious
WashingtonPost|5999,0.6844220082280993,2015-11-18,WashingtonPost,9,How ISIS makes its money
WallStreetJournal|2236,0.9674277521450407,2015-11-15,WallStreetJournal,8,Lack of Workers Hobbles Japan's Growth
USAToday|7713,0.8937664724564446,2015-11-17,USAToday,7,"National sororities, fraternities withdraw support from Safe Campus Act"
NYPost|16075,0.7160070002842847,2015-11-18,NYPost,4,"Syrians with stolen passports held in Honduras, had plans to enter US"
USAToday|7587,0.9734441096062382,2015-11-15,USAToday,7,Obama holds off on Democratic endorsement
NYPost|16005,0.9390568096082839,2015-11-18,NYPost,4,Most NYers think de Blasio is clueless on homeless crisis
LATimes|20098,0.5746032250063003,2015-11-20,LATimes,3,U.S. intelligence: no specific threat to Thanksgiving travel after Paris attacks
ChicagoTribune|5452,0.7750795590844509,2015-11-19,ChicagoTribune,1,"Va. mayor advocates refusing refugees, citing Japanese internment"
USAToday|7906,0.7137207825951477,2015-11-20,USAToday,7,U.S. troops assisting with rescue effort in Mali crisis
USAToday|7549,0.6802718848257167,2015-11-14,USAToday,7,Syria talks begin in Vienna under pall of Paris attacks
LATimes|19624,0.6388839083981418,2015-11-18,LATimes,3,"Islamic State says it has killed Norwegian, Chinese captives"
LATimes|19169,0.7068232677301958,2015-11-15,LATimes,3,"Two mass graves found around Iraqi town of Sinjar, say officials, witnesses"
WashingtonPost|5987,0.6704963622186939,2015-11-17,WashingtonPost,9,ISIS threat to 'strike' Washington causes concern but no panic
USAToday|7574,0.7536220249806161,2015-11-14,USAToday,7,Terrorism at forefront of Democratic debate
USAToday|7822,0.9644530291560647,2015-11-19,USAToday,7,What's behind Donald Trump's Walmart vote
DailyNews|13822,0.9698082244137775,2015-11-17,DailyNews,2,Some 9/11 families revolted by Hillary Clinton donor tie-in
USAToday|7686,0.9111364979047215,2015-11-17,USAToday,7,Obama says he 'would’ve enjoyed campaigning against Trump'
WashingtonPost|6053,0.7379444963779975,2015-11-19,WashingtonPost,9,"State, local officials continue arguing over accepting Syrian refugees"
WashingtonPost|5968,0.5907172643361288,2015-11-17,WashingtonPost,9,Senior Obama officials have warned of challenges in screening refugees from Syria
StLouisPost|16343,0.9439448166397334,2015-11-15,StLouisPost,6,"In news interview, Obama praises Mizzou protesters, asked activists to seek dialogue"
ChicagoTribune|5469,0.9043762811073977,2015-11-19,ChicagoTribune,1,"Ken Griffin talks Scott Walker, homes and his divorce in CNBC interview"
USAToday|7707,0.6951751580050763,2015-11-17,USAToday,7,Rand Paul: Stop visas from 'high-risk' countries
WallStreetJournal|2273,0.7496952718821572,2015-11-17,WallStreetJournal,8,Paris Attacks Fuel Debate Over Spying
BostonHerald|15213,0.8762728723344816,2015-11-16,BostonHerald,0,Carson: Congress should stop funding refugee resettlement
LATimes|19387,0.7936197568380413,2015-11-17,LATimes,3,"Despite attacks, Brown will attend U.N. climate summit in Paris next month"
LATimes|19580,0.9459531449361004,2015-11-18,LATimes,3,Political ad spending estimated at $6 billion in 2016
StLouisPost|16641,0.8632639855430818,2015-11-17,StLouisPost,6,"When refugees arrive in US, here's what they can expect"
WashingtonPost|6051,0.8466778131897359,2015-11-19,WashingtonPost,9,House panel ordered to comply with SEC ‘political intelligence’ probe
StLouisPost|17074,0.9223910927807573,2015-11-20,StLouisPost,6,Administration files immigration appeal with Supreme Court
StLouisPost|16975,0.7184511855447973,2015-11-19,StLouisPost,6,Senate confirms veteran diplomat as US ambassador to Libya
USAToday|7632,0.9619842974232469,2015-11-16,USAToday,7,Iowa Rep. Steve King endorses Ted Cruz for president
WashingtonPost|5803,0.9565385126036137,2015-11-14,WashingtonPost,9,"With torrent of attacks, Donald Trump moves back into center of race"
ChicagoTribune|5268,0.8275512227994332,2015-11-15,ChicagoTribune,1,Paris attacks reshuffle campaign as Democrats begin debate
LATimes|19790,0.625594868274978,2015-11-19,LATimes,3,Syrian refugee debate draws comparisons to Holocaust
StLouisPost|16871,0.758362273153109,2015-11-19,StLouisPost,6,Obama: Russia can choose Assad or legitimate Syrian gov't
DailyNews|14281,0.9273541032690699,2015-11-20,DailyNews,2,Obama asks high court to review immig work permit plan
DailyNews|14015,0.8110777432723291,2015-11-18,DailyNews,2,De Blasio slams Christie for not welcoming Syrian migrants
StLouisPost|17046,0.9548487753404716,2015-11-20,StLouisPost,6,"Rebuffed over refugees, Obama aims to shift focus to visas"
NYTimes|5460,0.9476663275709138,2015-11-20,NYTimes,5,"Cuomo, With Unilateral Actions, Advances Renewed a Liberal Agenda in New York"
NYPost|15703,0.74444402114532,2015-11-16,NYPost,4,Pentagon transfers 5 Yemenis from Guantanamo Bay to UAE
USAToday|7652,0.671159926821834,2015-11-16,USAToday,7,Paris attack prompts call for new strategy to combat Islamic State
LATimes|19018,0.9225942738135436,2015-11-14,LATimes,3,Are private equity investments worth the risk? CalPERS to weigh pros and cons
StLouisPost|17113,0.7698108515997893,2015-11-20,StLouisPost,6,American doctor helps migrants arriving in Europe
USAToday|7602,0.7670484291762582,2015-11-15,USAToday,7,Jewish activists secretly pray at Muslim holy site
USAToday|7918,0.6806175261495242,2015-11-20,USAToday,7,Obama speaks to Italy leader about Islamic State
USAToday|7820,0.9256612377476947,2015-11-19,USAToday,7,For the Record: The 50-state reality show
StLouisPost|16449,0.7766453940995305,2015-11-16,StLouisPost,6,UN seeks troops for C. African Republic before pope visit
USAToday|7746,0.8886661948316726,2015-11-18,USAToday,7,Exclusive: Tech firm Crowdpac launches new political crowd-funding tool
WashingtonPost|6120,0.937958922287607,2015-11-20,WashingtonPost,9,House approves bill to boost oversight of Federal Reserve
StLouisPost|16556,0.9551571274024593,2015-11-17,StLouisPost,6,"Clinton, Sanders spar over taxes, health care"
USAToday|7774,0.685878662561876,2015-11-18,USAToday,7,Jeb Bush pushes expanded ground fight against Islamic State
StLouisPost|17120,0.8770104239801153,2015-11-20,StLouisPost,6,"Northrop Grumman won the bomber bid, but faces continue legal battles"
DailyNews|14045,0.9705818111121763,2015-11-18,DailyNews,2,House committee shows support for renewing Zadroga Act
WashingtonPost|6042,0.9108438483508634,2015-11-18,WashingtonPost,9,Increasingly unified protests over race gain voice nationally with #studentblackout day
NYPost|15941,0.9639196893844055,2015-11-17,NYPost,4,Louisiana Gov. Bobby Jindal drops out of presidential race
BostonHerald|15269,0.7181828964642798,2015-11-17,BostonHerald,0,"Israel bans Islamist Arab party, says it&#039;s inciting violence"
NYPost|16097,0.9276545793769785,2015-11-19,NYPost,4,A happy 60th to National Review
DailyNews|14172,0.7434796039853312,2015-11-19,DailyNews,2,Explainer: The U.S. Refugee Admissions Program
WashingtonPost|5905,0.8664070208624353,2015-11-16,WashingtonPost,9,DOJ: Some executives ought to be “nervous” about its get-tougher crusade against corporate crime
WashingtonPost|5828,0.662849897164753,2015-11-14,WashingtonPost,9,The opportunistic response to Paris: France needs more guns
ChicagoTribune|5393,0.8341049340959428,2015-11-18,ChicagoTribune,1,"Ben Carson struggling with foreign policy, advisers say"
NYTimes|5353,0.6568436936034512,2015-11-17,NYTimes,5,"Visiting France, Kerry Vows ‘Greater Pressure’ on ISIS"
USAToday|7871,0.8618679946268282,2015-11-19,USAToday,7,Carson compares some Syrian refugees to rabid dogs
LATimes|19291,0.8928145303352854,2015-11-16,LATimes,3,House Speaker Paul Ryan under pressure to stop funding for Syrian refugees
WashingtonPost|5840,0.8447731117813551,2015-11-15,WashingtonPost,9,Democratic candidates clash sharply in second presidential debate
LATimes|19702,0.705233039903106,2015-11-18,LATimes,3,World Anti-Doping Agency hits Russian athletics with another official sanction
WashingtonPost|6129,0.9098578967054104,2015-11-20,WashingtonPost,9,"New data show homelessness dropped early this year, HUD says, but problems persist"
StLouisPost|17102,0.8263838784680265,2015-11-20,StLouisPost,6,Audit: State Department cyber security still not up to par
WallStreetJournal|2314,0.7326652812252391,2015-11-19,WallStreetJournal,8,Obama Faces a Diplomatic Dilemma on Malaysia Trip
LATimes|19518,0.6846513470580934,2015-11-17,LATimes,3,Paris steps up security for United Nations climate change conference
LATimes|19682,0.9621267198267831,2015-11-18,LATimes,3,Taxpayers will pay billions more as CalPERS lowers estimate of investment returns
LATimes|19976,0.9499592413713492,2015-11-20,LATimes,3,Democrats use the Obama playbook to try to win the Iowa caucuses
StLouisPost|16972,0.6377845535712042,2015-11-19,StLouisPost,6,French UN draft asks states to 'redouble' efforts against IS
NYPost|15797,0.6505070337779727,2015-11-17,NYPost,4,Obama’s ‘patience’ merely gave ISIS time to grow
StLouisPost|16590,0.9310789791734574,2015-11-17,StLouisPost,6,Large health care workers union backs Clinton
StLouisPost|17042,0.7062459957688375,2015-11-20,StLouisPost,6,Obama touches down in Malaysia on last leg of Asia trip
LATimes|19894,0.9224314049375185,2015-11-19,LATimes,3,How California's congressional delegation voted on the bill to block Syrian refugees
LATimes|19420,0.7256750754217308,2015-11-17,LATimes,3,Stop the fear-mongering on Syrian refugees
LATimes|19906,0.8080482707987475,2015-11-19,LATimes,3,"Canada's Justin Trudeau replaces Obama as young, charismatic leader on world stage"
USAToday|7682,0.6964440310702069,2015-11-17,USAToday,7,Sinai terror group that may have downed Russian plane is a growing threat
USAToday|7791,0.9613363506197589,2015-11-18,USAToday,7,Marco Rubio nabs another Republican fundraiser
StLouisPost|16869,0.8273177678464464,2015-11-19,StLouisPost,6,Obama links refugee worries to resistance on closing Gitmo
BostonHerald|14929,0.8903436024728713,2015-11-14,BostonHerald,0,Bill seeks to shield students social media info
NYTimes|5289,0.9056776915402845,2015-11-16,NYTimes,5,"Japan Economy Contracts 0.8%, Returning to Recession"
ChicagoTribune|5449,0.8887303642834101,2015-11-19,ChicagoTribune,1,Morning Spin: Emanuel headed to China
NYTimes|5416,0.9612494701523004,2015-11-19,NYTimes,5,Results of U.A.W. Vote Show Ford Pact Losing
LATimes|19805,0.7287510012911068,2015-11-19,LATimes,3,"As debate continues over Islamic State, Jeb Bush calls for more ground forces"
WashingtonPost|6058,0.6504840695529523,2015-11-19,WashingtonPost,9,Why it’s hard to draw a line between Snowden and the Paris attacks
StLouisPost|16769,0.6668577867163681,2015-11-18,StLouisPost,6,Islamic State makes Telegram messaging app a major marketing tool
DailyNews|13640,0.9553748483848062,2015-11-14,DailyNews,2,AG Eric Schneiderman lends support to labor unions
WallStreetJournal|2310,0.8740248199848362,2015-11-19,WallStreetJournal,8,ECB Minutes Signal More Stimulus Possible Next Month
NYTimes|5379,0.863745710564371,2015-11-17,NYTimes,5,Senate Blocks Obama’s Climate Change Rules
StLouisPost|16964,0.7493158592981236,2015-11-19,StLouisPost,6,UN urges release of all information on Hammarskjold death
LATimes|19631,0.6502115698691519,2015-11-18,LATimes,3,How the U.S. screens Syrian refugees to vet out potential terrorists
LATimes|19120,0.7741293461578068,2015-11-15,LATimes,3,Chinese presence softens Philippines' view of U.S. Navy
StLouisPost|16973,0.7866908285641586,2015-11-19,StLouisPost,6,Lawyers: Man charged in Benghazi attacks should be sent home
USAToday|7668,0.6831157917059395,2015-11-17,USAToday,7,"After Paris attacks, Pentagon quietly shifts to new phase of ISIS war"
WashingtonPost|5960,0.7069954827250661,2015-11-17,WashingtonPost,9,Why Russia is sending airstrike information to this military nerve center in Qatar
NYPost|15728,0.5783442662129645,2015-11-16,NYPost,4,ISIS threatens attack in Washington in new video
DailyNews|13969,0.8622007883741272,2015-11-18,DailyNews,2,NRA opposes law to stop terror suspects from buying guns
StLouisPost|16371,0.8607582970201032,2015-11-15,StLouisPost,6,Prosecutor won't charge ex-lawmaker's husband with extortion
StLouisPost|16299,0.8204171177695545,2015-11-15,StLouisPost,6,"Debate Takeaways: Somber on Paris, divisions on policy"
NYTimes|5271,0.6433670346441385,2015-11-15,NYTimes,5,Paris Attacks: What We Know and Don’t Know
USAToday|7843,0.6788187806163445,2015-11-19,USAToday,7,Impatient U.S. presses Iraqi army to get on with offensive to retake Ramadi
WashingtonPost|6038,0.8906044604467974,2015-11-18,WashingtonPost,9,"Financial arm of the Department of Education falling down on the job, watchdog says"
WashingtonPost|6034,0.9560692430289688,2015-11-18,WashingtonPost,9,Not all employers hate unions. These ones are trying to save them.
LATimes|19026,0.8378167179437367,2015-11-14,LATimes,3,Paris terror attacks will shift focus at Democratic primary debate
NYPost|16162,0.6047988530583691,2015-11-19,NYPost,4,Prosecutor confirms Paris attacks mastermind is dead
StLouisPost|16481,0.647155466147248,2015-11-16,StLouisPost,6,"Despite Paris, Obama rejects calls for shift in ISIS fight"
WashingtonPost|5857,0.7799902798244985,2015-11-16,WashingtonPost,9,Pentagon transfers five Yemenis held at Guantanamo Bay to UAE
NYTimes|5372,0.689138655877863,2015-11-17,NYTimes,5,"Ben Carson Is Struggling to Grasp Foreign Policy, Advisers Say"
BostonHerald|15138,0.7857149459221946,2015-11-16,BostonHerald,0,Goldberg: ‘Medieval’ Islamists the real threat in Mideast
NYTimes|5237,0.61136059252036,2015-11-14,NYTimes,5,News Analysis: Paris Attacks Likely to Inspire More Aggressive U.S. Strategy on ISIS
WashingtonPost|5894,0.6573819120409788,2015-11-16,WashingtonPost,9,"Why we're not doing a better job destroying ISIS, according to the former U.S. ambassador to Syria"
StLouisPost|16852,0.8810671317228442,2015-11-19,StLouisPost,6,Lawmaker says harassment case from ex-staffer dismissed
StLouisPost|16237,0.9285441695694134,2015-11-14,StLouisPost,6,Cruz immigration plan would suspend work visa program
WashingtonPost|5954,0.7304749773191002,2015-11-17,WashingtonPost,9,"Obama is in the Philippines, looking to bolster U.S. ties in Southeast Asia"
DailyNews|14103,0.7635277446499537,2015-11-19,DailyNews,2,Trump touts plan to build wall amid fears over refugees
WashingtonPost|6169,0.9874494698894806,2015-11-20,WashingtonPost,9,The fight over K-12 education moves from Congress to the states
LATimes|19617,0.9678435969499544,2015-11-18,LATimes,3,How much does Ben Carson really know about foreign policy?
DailyNews|13744,0.930511167454607,2015-11-16,DailyNews,2,"Lovett: Cuomo, Clinton to seek tougher gun laws at gala"
WashingtonPost|5994,0.9095872050114823,2015-11-18,WashingtonPost,9,Fed chair calls GOP bill a ‘grave mistake’
NYTimes|5438,0.5573876072668678,2015-11-19,NYTimes,5,Leaders of France and Belgium Seek Tougher Security Measures
